,res_type,state_ab,zip_code,median
4762,burgers,CA,94109.0,105824.0
4767,burgers,CA,94117.0,300000.0
4773,burgers,CA,94107.0,120979.0
4787,burgers,CA,94109.0,105824.0
4793,burgers,CA,94108.0,56013.0
4803,burgers,CA,94118.0,63551.0
4811,burgers,CA,94109.0,105824.0
4824,burgers,CA,94123.0,110331.0
4836,burgers,CA,94102.0,21830.0
4860,burgers,CA,94114.0,300000.0
4864,burgers,CA,94133.0,82929.0
4882,burgers,CA,94115.0,141923.0
4884,burgers,CA,94118.0,63551.0
4891,burgers,CA,94107.0,120979.0
4911,burgers,CA,94109.0,105824.0
4918,burgers,CA,94102.0,21830.0
4920,burgers,CA,94131.0,94516.0
4940,burgers,CA,94110.0,38568.0
4960,burgers,CA,94124.0,92794.0
4968,burgers,CA,94107.0,120979.0
4972,burgers,CA,94109.0,105824.0
4974,burgers,CA,94112.0,83574.0
4978,burgers,CA,94114.0,300000.0
4997,burgers,CA,94110.0,38568.0
5000,burgers,CA,94127.0,300000.0
5001,burgers,CA,94124.0,92794.0
5002,burgers,CA,94124.0,92794.0
5010,burgers,CA,94118.0,63551.0
5020,burgers,NY,10013.0,54857.0
5044,burgers,CA,94121.0,131522.0
5077,burgers,CA,94121.0,131522.0
5086,burgers,CA,94133.0,82929.0
5087,burgers,CA,94103.0,17195.0
5152,burgers,CA,94131.0,94516.0
5225,burgers,CA,94611.0,62784.0
5290,burgers,CA,94709.0,35427.0
5306,burgers,CA,94501.0,43007.0
5317,burgers,VA,20109.0,50724.0
5323,burgers,VA,20109.0,50724.0
5326,burgers,VA,20109.0,50724.0
5345,burgers,VA,20109.0,50724.0
5359,burgers,VA,20109.0,50724.0
5382,burgers,VA,20110.0,72878.0
5390,burgers,VA,20110.0,72878.0
5403,burgers,VA,20151.0,300000.0
5410,burgers,VA,20120.0,115256.0
5413,burgers,VA,20121.0,106122.0
5421,burgers,VA,20151.0,300000.0
5428,burgers,VA,20121.0,106122.0
5430,burgers,VA,20151.0,300000.0
5440,burgers,VA,20151.0,300000.0
5446,burgers,VA,20151.0,300000.0
5471,burgers,VA,20147.0,119556.0
5482,burgers,VA,20147.0,119556.0
5495,burgers,VA,20147.0,119556.0
5525,burgers,VA,20147.0,119556.0
5571,burgers,VA,20155.0,105372.0
5587,burgers,VA,20164.0,300000.0
5597,burgers,VA,20165.0,115029.0
5598,burgers,VA,20164.0,300000.0
5618,burgers,VA,20170.0,300000.0
5652,burgers,VA,20170.0,300000.0
5657,burgers,VA,20170.0,300000.0
5661,burgers,VA,20190.0,142406.0
5662,burgers,VA,20164.0,300000.0
5663,burgers,VA,20190.0,142406.0
5669,burgers,VA,20190.0,142406.0
