,res_type,state_ab,zip_code,median
5291,delis/diners,CA,94608.0,20114.0
5301,delis/diners,CA,94601.0,40160.0
5309,delis/diners,CA,94608.0,20114.0
5313,delis/diners,CA,94501.0,43007.0
5319,delis/diners,VA,20109.0,50724.0
5337,delis/diners,VA,20136.0,134710.0
5339,delis/diners,VA,20109.0,50724.0
5342,delis/diners,VA,20109.0,50724.0
5366,delis/diners,VA,20110.0,72878.0
5372,delis/diners,VA,20110.0,72878.0
5401,delis/diners,VA,20111.0,86659.0
5411,delis/diners,VA,20151.0,300000.0
5412,delis/diners,VA,20151.0,300000.0
5416,delis/diners,VA,20151.0,300000.0
5429,delis/diners,VA,20151.0,300000.0
5437,delis/diners,VA,20120.0,115256.0
5445,delis/diners,VA,20151.0,300000.0
5451,delis/diners,VA,20151.0,300000.0
5469,delis/diners,VA,20147.0,119556.0
5485,delis/diners,VA,20147.0,119556.0
5487,delis/diners,VA,20147.0,119556.0
5511,delis/diners,VA,20176.0,38960.0
5521,delis/diners,VA,20147.0,119556.0
5526,delis/diners,VA,20147.0,119556.0
5528,delis/diners,VA,20147.0,119556.0
