Name,Type,Address,Zip Code
"(""Jimmy John's"",)",sandwiches,"('601 Lake Cook Rd',)","('60015',)"
"(""McDonald's"",)",hotdogs,"('188 E Dundee Rd',)","('60090',)"
"('Tropical Smoothie Cafe',)",juicebars,"('190 Waukegan Rd',)","('60015',)"
"(""Jimmy John's"",)",sandwiches,"('2047 Milwaukee Ave',)","('60015',)"
"('Mexcal Mexican Grill',)",mexican,"('58 N Wolf Rd',)","('60090',)"
"('Dairy Queen',)",icecream,"('2770 Dundee Rd',)","('60062',)"
"('Fresh Farms International Market',)",bakeries,"('20 S Milwaukee Ave',)","('60090',)"
"('Rise N Dine Pancake Cafe',)",tradamerican,"('102 S Milwaukee Ave',)","('60090',)"
"(""Jimmy John's"",)",sandwiches,"('250 E Dundee Rd',)","('60090',)"
"(""Brown's Chicken & Pasta"",)",italian,"('3147 Dundee Rd',)","('60062',)"
"(""Demetri's Greek Restaurant"",)",greek,"('660 Lake Cook Rd',)","('60015',)"
"('Rosebud Deerfield',)",italian,"('711 Deerfield Rd',)","('60015',)"
"('Brew Lobby Restaurant & Bar',)",tradamerican,"('10 Marriott Dr',)","('60069',)"
"(""Domino's Pizza"",)",pizza,"('12 W Dundee Rd',)","('60090',)"
"(""Johnny's Place"",)",hotdogs,"('20 W Golf Rd',)","('60016',)"
"('Steak ’n Shake',)",tradamerican,"('10421 Touhy Ave',)","('60018',)"
"('Wingstop',)",chicken_wings,"('1473 Ellinwood Ave',)","('60016',)"
"('Charcoal Delights',)",burgers,"('1090 E Oakton St',)","('60018',)"
"('Bonchon Glenview',)",korean,"('1615 N Milwaukee Ave',)","('60025',)"
"('Buona - Mount Prospect',)",pizza,"('861 E Rand Rd',)","('60056',)"
"('Potbelly Sandwich Shop',)",sandwiches,"('1506 Market St',)","('60016',)"
"('Buona',)",italian,"('10425 E Touhy Ave',)","('60018',)"
"('El Famous Burrito',)",mexican,"('1214 E Central Rd',)","('60056',)"
"(""Evan's Place"",)",tradamerican,"('1900 E Touhy Ave',)","('60018',)"
"('BurgerFi',)",burgers,"('1735 Milwaukee Ave',)","('60025',)"
"('Pupuseria Rinconcito Hispano',)",salvadoran,"('1669 E Oakton St',)","('60018',)"
