Name,Type,Address,Zip Code
"('Red Robin Gourmet Burgers and Brews',)",burgers,"('14450 Chantilly Crossing Ln',)","('20151',)"
"('The Habit Burger Grill',)",burgers,"('14385 Newbrook Dr',)","('20151',)"
"('Chick-fil-A',)",hotdogs,"('3454 Historic Sully Way',)","('20151',)"
"(""Jimmy John's"",)",sandwiches,"('4300 Chantilly Shopping Ctr',)","('20151',)"
"('Chipotle Mexican Grill',)",mexican,"('14416 Chantilly Crossing Ln',)","('20151',)"
"('Taco Bell',)",hotdogs,"('13800 Metrotech Drive',)","('20151',)"
"(""Arby's"",)",hotdogs,"('4400 Chantilly Pl',)","('20151',)"
"('Two Amigos',)",mexican,"('4300 Chantilly Shopping Center Dr',)","('20151',)"
"('IHOP',)",tradamerican,"('13804 Metrotech Dr',)","('20151',)"
"('Burger King',)",hotdogs,"('3035 Centreville Rd',)","('20171',)"
"(""Wendy's"",)",burgers,"('14445 Brookfield Tower Dr',)","('20151',)"
"('Picante Burrito Express',)",mexican,"('14502 Lee Rd',)","('20151',)"
"(""Jersey Mike's Subs"",)",delis,"('5005 Westone Plaza Blvd',)","('20151',)"
"('Lazy Dog Restaurant & Bar',)",newamerican,"('14333 Newbrook Dr',)","('20151',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('3075 Centreville Rd',)","('20171',)"
